	sample1	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
ASV_1382	1	35	42	43	40	37	56	48	68	103	0	40	199	92	6	9	43	0
ASV_815	63	24	2	4	117	87	95	78	131	111	45	184	212	141	16	16	23	5
ASV_200	39	45	82	161	178	57	687	147	64	159	9	144	336	297	64	144	49	13
ASV_3607	70	0	8	1	38	71	192	10	110	17	0	0	49	39	5	0	11	0
ASV_896	13	8	4	0	72	48	103	71	63	57	60	35	108	43	447	0	0	0
ASV_441	24	99	121	61	36	41	40	19	44	32	123	32	40	26	65	27	44	88
ASV_693	87	35	46	36	72	72	60	74	88	74	40	18	21	45	164	112	105	123
ASV_911	11	28	13	41	39	54	43	76	81	43	1	0	21	17	1	55	68	11
ASV_1610	45	3	18	42	57	94	49	63	139	133	33	18	23	42	90	11	33	51
ASV_546	120	16	53	57	111	94	137	111	103	96	212	93	110	129	57	59	80	2
ASV_263	103	51	188	68	173	158	263	161	193	207	144	112	259	224	137	12	39	0
ASV_2141	28	62	0	29	17	8	27	20	6	0	0	0	3	6	37	80	89	254
ASV_556	80	88	80	141	64	84	67	93	90	112	349	37	109	81	187	130	133	65
ASV_590	6	116	174	48	12	10	13	7	28	15	63	14	19	17	8	12	36	9
ASV_1111	138	0	11	58	229	63	271	135	152	84	319	19	34	46	149	106	52	3
ASV_92	302	113	170	238	406	346	420	358	359	282	925	435	689	571	586	141	139	14
ASV_408	0	117	361	53	0	13	14	5	5	5	31	0	2	12	13	4	6	1
ASV_2272	29	16	18	15	37	34	70	48	58	28	156	31	69	53	39	4	5	0
ASV_708	11	8	20	31	64	105	85	107	182	80	26	76	101	102	35	44	18	7
ASV_1616	31	1	0	0	24	18	69	32	54	15	288	46	91	102	2	0	7	0
ASV_1110	143	0	0	13	59	52	68	48	47	56	188	42	125	110	69	4	15	0
ASV_170	336	76	26	116	103	121	117	124	106	75	265	72	192	90	518	221	185	117
ASV_1434	64	21	3	35	21	30	28	27	41	21	171	3	25	24	160	132	36	25
ASV_976	90	23	24	45	57	44	44	54	86	56	142	69	68	105	108	28	34	39
ASV_316	228	50	69	59	214	259	245	258	320	288	266	185	401	278	274	110	63	45
ASV_1596	84	17	16	13	39	56	59	54	73	33	56	97	149	136	66	12	11	0
ASV_1130	20	11	41	44	64	54	67	58	74	36	123	57	191	87	40	40	38	13
ASV_843	0	18	1	185	70	101	43	46	118	72	0	49	68	75	95	265	141	0
ASV_1245	27	36	1	84	82	71	29	40	80	69	30	26	34	22	145	214	200	173
ASV_663	167	23	23	73	100	63	137	79	115	72	262	68	100	105	373	120	105	98
ASV_1277	39	48	28	87	26	13	14	11	23	15	40	18	16	16	74	336	103	85
ASV_367	208	32	3	112	138	130	144	122	109	97	296	124	248	155	325	87	180	192
ASV_683	132	61	41	70	65	66	153	69	77	101	151	42	63	68	279	132	104	89
ASV_965	114	18	24	15	97	56	112	56	50	70	175	68	133	118	79	34	12	5
ASV_1843	78	22	16	16	63	66	54	86	57	50	66	35	64	87	5	2	23	0
ASV_44	675	284	581	419	493	413	596	451	643	497	720	443	785	693	547	386	250	192
ASV_907	26	33	78	50	65	55	111	50	87	37	54	118	134	86	43	33	25	26
ASV_554	40	35	31	58	78	88	66	90	87	75	86	34	43	52	9	15	36	13
ASV_1422	36	31	36	50	26	30	24	36	52	22	138	43	58	40	35	18	42	26
ASV_2902	37	3	0	0	34	67	9	41	114	88	54	27	129	31	22	0	0	0
ASV_575	23	130	125	77	75	55	36	31	63	41	112	83	89	50	17	35	29	20
ASV_870	43	230	161	55	23	35	27	21	39	16	52	5	30	37	203	0	8	12
ASV_588	54	73	56	32	57	48	29	42	70	18	6	92	60	49	272	39	0	0
ASV_773	88	2	18	0	50	46	47	31	70	64	3	69	37	39	4	1	16	0
ASV_454	21	207	288	113	31	26	117	37	22	29	106	17	50	55	74	68	42	7
ASV_903	96	22	52	7	84	48	179	46	56	58	227	54	92	84	8	47	30	12
ASV_2893	6	1	17	4	35	93	7	35	127	70	7	60	108	71	2	0	0	0
ASV_313	46	17	17	25	136	160	143	205	240	114	111	230	338	237	57	70	45	0
ASV_88	616	233	239	290	513	441	677	501	516	440	986	324	805	671	455	347	319	50
ASV_1396	55	28	15	16	46	38	75	47	56	37	41	67	155	87	33	13	19	5
ASV_952	44	66	117	27	41	68	21	46	80	47	53	16	84	21	19	35	8	5
ASV_324	90	45	150	63	170	206	221	183	211	219	87	135	422	256	231	44	88	8
ASV_1234	1	53	109	33	32	18	21	24	34	26	80	10	64	15	50	118	54	71
ASV_814	87	116	109	65	55	25	97	42	32	36	259	71	123	79	72	10	31	0
ASV_1625	31	75	46	11	20	43	26	18	43	12	106	45	65	30	17	34	3	1
ASV_1556	81	10	2	0	50	45	75	51	53	49	56	49	142	86	111	0	5	0
ASV_666	48	152	274	79	36	17	51	19	26	11	95	28	81	39	33	66	65	0
ASV_1094	54	38	52	52	12	63	38	67	71	53	186	56	87	72	49	51	90	20
ASV_746	50	41	74	62	50	21	46	9	8	16	83	0	14	25	79	10	16	73
