,X1,X2,elements,Kingdom,Phylum,Class,Order,Family,Genus,Species,mean,group,degree
1,-14.122492138002,-9.1156576188021,ASV_1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Unassigned,Unassigned,0.0377241672679275,Model_model_136,1
2,23.4334218039208,-16.8053991301889,ASV_10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Unassigned,0.00814719223833004,Model_model_104,1
3,4.5150784516365,33.565581112173,ASV_100,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga_intermedia,0.00164238282999216,Model_mother_no,0
4,8.87482728794264,2.12699206404298,ASV_101,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.00227344584610377,Model_model_1,6
5,-0.724935127365105,12.2274718813929,ASV_102,Bacteria,Proteobacteria,Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.00165029907679342,Model_model_13,3
6,-15.164825457192,7.51675141118891,ASV_103,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,Phyllobacterium_bourgognense,0.00114123137720979,Model_model_31,2
7,19.1220576265271,-29.0973643909067,ASV_1038,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Unassigned,0.000364809733740276,Model_model_64,1
8,-13.4588826562351,-22.9100339961513,ASV_104,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Unassigned,0.00139233160954655,Model_model_102,1
9,-12.345779928102,-15.7589108293321,ASV_105,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unassigned,0.00113514508014112,Model_model_108,1
10,15.604601281892,-18.4312062328103,ASV_106,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned,0.0027074519825892,Model_model_73,1
11,-5.58194500927651,-7.82632381158387,ASV_107,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,0.00135812569736344,Model_model_26,2
12,-36.293604483529,-16.3844386830504,ASV_108,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Unassigned,0.00186424591842163,Model_mother_no,0
13,19.8273981710159,-13.3376198810883,ASV_109,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned,0.00176494763361471,Model_model_41,2
14,-21.5619856789252,21.7211894585305,ASV_11,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Unassigned,Unassigned,0.0102907222012405,Model_model_119,1
15,9.81336268071516,-29.5588982700764,ASV_110,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.00138927480355141,Model_model_95,1
16,-6.86553535096904,14.2892564017243,ASV_111,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,0.00157674876965648,Model_model_56,2
17,17.4985436757339,-3.35232355365253,ASV_1113,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned,0.000343118352309114,Model_model_6,4
18,13.6098863450244,6.43687916819181,ASV_1118,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.000486561416070891,Model_model_5,4
19,7.35891819823934,26.9816664331959,ASV_112,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,Unassigned,0.00208936940945514,Model_model_55,2
20,-24.9121185029589,-26.2207961509313,ASV_113,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Unassigned,0.00163289841420555,Model_model_69,1
21,29.7375191736785,-11.229171654858,ASV_114,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,Sandaracinus_amylolyticus,0.00129913267328166,Model_model_132,1
22,14.7506160613332,-4.19653263834752,ASV_1145,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus,Paenibacillus_panacisoli,0.000392682704246275,Model_model_6,4
23,-12.9561815063415,18.9343111713263,ASV_115,Bacteria,Proteobacteria,Betaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.00262849704092585,Model_model_29,2
24,13.7791002706429,4.09467011586641,ASV_1156,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Dactylosporangium,Unassigned,0.000908486223957858,Model_model_5,4
25,12.3947692850435,-14.1031092275005,ASV_116,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kibdelosporangium,Kibdelosporangium_phytohabitans,0.000474272020769611,Model_model_34,2
26,-1.51171473327216,-15.3277093374053,ASV_117,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora,Unassigned,0.00207463648400196,Model_model_35,2
27,16.1653726427748,30.5156524978515,ASV_118,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Unassigned,0.00142342626554702,Model_mother_no,0
28,-39.1220256450526,10.1334798688642,ASV_119,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,Steroidobacter_denitrificans,0.00159760891777588,Model_mother_no,0
29,29.0973794661709,0.306908068934126,ASV_12,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_terrae,0.0128694783022769,Model_model_17,3
30,-21.8441429279367,19.500269765319,ASV_120,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Aeromicrobium_ginsengisoli,0.000855033285404894,Model_model_119,1
31,7.84313621489652,38.3688126989685,ASV_1202,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,0.000337453675649931,Model_mother_no,0
32,23.1134383326153,4.75356677354617,ASV_121,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.00167489486372054,Model_model_9,4
33,25.3656729020421,6.51422382413071,ASV_122,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.00175248637586627,Model_model_16,3
34,-14.2274236260961,12.3124547639804,ASV_123,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Aquabacterium,Unassigned,0.00101723087143195,Model_model_59,2
35,2.40408251771085,-20.1689198774842,ASV_124,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.00105043311610204,Model_model_58,2
36,9.95161232278315,-0.649246965802406,ASV_1246,Bacteria,Acidobacteria,Acidobacteria_Gp6,Unassigned,Unassigned,Gp6,Unassigned,0.000491898874478338,Model_model_1,6
37,22.9277523176941,-27.2033721693373,ASV_125,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Unassigned,Unassigned,0.00146348084568238,Model_mother_no,0
38,9.91680096340311,-20.9097534499594,ASV_126,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned,0.00152216653777661,Model_model_32,2
39,13.7189860638253,-35.1317606527299,ASV_127,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,0.000993991154861323,Model_mother_no,0
40,-0.259028418437012,3.45960465951215,ASV_128,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,0.00134924244575985,Model_model_3,5
41,6.74765960381944,-14.6291934850328,ASV_129,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_alvei,0.00109795716720543,Model_model_49,2
42,18.3175923074738,28.3005625357674,ASV_13,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,0.0107170467135024,Model_mother_no,0
43,27.8313152472618,23.5289857977699,ASV_130,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.000696580812736277,Model_mother_no,0
44,-18.306684314246,21.677520297453,ASV_132,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,0.000777425665133763,Model_model_129,1
45,-11.0396001250119,1.0509278963272,ASV_133,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned,0.00112881855225085,Model_model_33,2
46,-1.9991983720977,33.688205979572,ASV_134,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Unassigned,0.00111179840329271,Model_model_113,1
47,-19.5719592734516,-7.17253676402739,ASV_135,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Unassigned,Unassigned,0.00138664574581739,Model_model_90,1
48,-7.46111118024526,28.9929441553095,ASV_136,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Unassigned,Unassigned,0.00117261804237612,Model_model_128,1
49,34.290350482985,-15.7093299510503,ASV_137,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned,0.000945046415129678,Model_model_89,1
50,15.2303970205541,33.4592038371956,ASV_138,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned,Unassigned,Unassigned,0.000987614935504693,Model_mother_no,0
51,27.6935727570037,5.30966396790303,ASV_14,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,0.00818473640373764,Model_model_16,3
52,-28.6875905422399,-20.4067256935332,ASV_140,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Unassigned,0.00081679335643304,Model_model_78,1
53,-8.91777207430843,-25.1286806280502,ASV_141,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Unassigned,0.000502117507241843,Model_model_110,1
54,-23.5948422126308,-13.8519807745888,ASV_142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned,0.00135217745459036,Model_model_123,1
55,17.9693610775072,33.1692240663424,ASV_143,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Unassigned,Unassigned,0.000893341620252381,Model_mother_no,0
56,21.9624700611626,24.7146257514844,ASV_144,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Unassigned,Unassigned,0.00125459814970934,Model_mother_no,0
57,-28.2492264487317,-27.3391914669896,ASV_145,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles,Unassigned,0.000660575443636618,Model_mother_no,0
58,-36.9288477874882,-6.66621411306951,ASV_146,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.000831867591312352,Model_model_67,1
59,16.3774030479881,-26.1136420651667,ASV_147,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium_composti,0.000888578409293349,Model_model_105,1
60,-31.5351387225446,-0.330128872318331,ASV_148,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned,0.00110682283907966,Model_model_118,1
61,-15.5154117767642,-3.87956402383993,ASV_149,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis,Unassigned,0.000763971439470731,Model_model_37,2
