"ERR525693_Env_2"	"ERR525688_Env_3"	"ERR525699_Env_4"	"ERR525909_Env_2"	"ERR525908_Env_3"	"ERR525911_Env_4"	"ERR525949_Env_2"	"ERR525944_Env_3"	"ERR525955_Env_4"	"ERR526077_Env_2"	"ERR526076_Env_3"	"ERR526079_Env_4"	"ERR525718_Env_2"	"ERR525717_Env_3"	"ERR525720_Env_4"	"ERR525845_Env_2"	"ERR525844_Env_3"	"ERR525847_Env_4"	"ERR525965_Env_2"	"ERR525964_Env_3"	"ERR525967_Env_4"	"ERR525997_Env_2"	"ERR525996_Env_3"	"ERR525999_Env_4"	"ERR525690_Env_2"	"ERR525689_Env_3"	"ERR525692_Env_4"	"ERR525702_Env_2"	"ERR525701_Env_3"	"ERR525708_Env_4"	"ERR525723_Env_2"	"ERR525722_Env_3"	"ERR525725_Env_4"	"ERR525731_Env_2"	"ERR525730_Env_3"	"ERR525733_Env_4"	"ERR525750_Env_2"	"ERR525743_Env_3"	"ERR525753_Env_4"	"ERR525802_Env_2"	"ERR525801_Env_3"	"ERR525804_Env_4"	"ERR525817_Env_2"	"ERR525816_Env_3"	"ERR525819_Env_4"	"ERR525837_Env_2"	"ERR525836_Env_3"	"ERR525839_Env_4"	"ERR525869_Env_2"	"ERR525868_Env_3"	"ERR525871_Env_4"	"ERR525905_Env_2"	"ERR525904_Env_3"	"ERR525907_Env_4"	"ERR525989_Env_2"	"ERR525988_Env_3"	"ERR525991_Env_4"	"ERR526005_Env_2"	"ERR526004_Env_3"	"ERR526007_Env_4"	"ERR526009_Env_2"	"ERR526008_Env_3"	"ERR526011_Env_4"	"ERR526021_Env_2"	"ERR526020_Env_3"	"ERR526023_Env_4"	"ERR526025_Env_2"	"ERR526024_Env_3"	"ERR526027_Env_4"	"ERR526029_Env_2"	"ERR526028_Env_3"	"ERR526031_Env_4"	"ERR526057_Env_2"	"ERR526056_Env_3"	"ERR526059_Env_4"	"ERR526065_Env_2"	"ERR526064_Env_3"	"ERR526067_Env_4"	"ERR526081_Env_2"	"ERR526080_Env_3"	"ERR526083_Env_4"	"ERR525721_Env_2"	"ERR525700_Env_3"	"ERR525759_Env_4"	"ERR525695_Env_2"	"ERR525694_Env_3"	"ERR525697_Env_4"	"ERR525704_Env_2"	"ERR525703_Env_3"	"ERR525714_Env_2"	"ERR525713_Env_3"	"ERR525716_Env_4"	"ERR525735_Env_2"	"ERR525734_Env_3"	"ERR525737_Env_4"	"ERR525744_Env_2"	"ERR525742_Env_3"	"ERR525746_Env_4"	"ERR525748_Env_2"	"ERR525747_Env_3"	"ERR525751_Env_4"	"ERR525755_Env_2"	"ERR525754_Env_3"	"ERR525757_Env_4"	"ERR525761_Env_2"	"ERR525760_Env_3"	"ERR525763_Env_4"	"ERR525769_Env_2"	"ERR525768_Env_3"	"ERR525771_Env_4"	"ERR525773_Env_2"	"ERR525772_Env_3"	"ERR525775_Env_4"	"ERR525777_Env_2"	"ERR525776_Env_3"	"ERR525779_Env_4"	"ERR525785_Env_2"	"ERR525784_Env_3"	"ERR525787_Env_4"	"ERR525789_Env_2"	"ERR525788_Env_3"	"ERR525791_Env_4"	"ERR525793_Env_2"	"ERR525792_Env_3"	"ERR525795_Env_4"	"ERR525797_Env_2"	"ERR525796_Env_3"	"ERR525799_Env_4"	"ERR525807_Env_2"	"ERR525806_Env_3"	"ERR525809_Env_4"	"ERR525811_Env_2"	"ERR525810_Env_3"	"ERR525813_Env_4"	"ERR525821_Env_2"	"ERR525820_Env_3"	"ERR525823_Env_4"	"ERR525829_Env_2"	"ERR525828_Env_3"	"ERR525831_Env_4"	"ERR525833_Env_2"	"ERR525832_Env_3"	"ERR525835_Env_4"	"ERR525849_Env_2"	"ERR525848_Env_3"	"ERR525851_Env_4"	"ERR525853_Env_2"	"ERR525852_Env_3"	"ERR525855_Env_4"	"ERR525857_Env_2"	"ERR525856_Env_3"	"ERR525859_Env_4"	"ERR525861_Env_2"	"ERR525860_Env_3"	"ERR525863_Env_4"	"ERR525873_Env_2"	"ERR525872_Env_3"	"ERR525875_Env_4"	"ERR525877_Env_2"	"ERR525876_Env_3"	"ERR525879_Env_4"	"ERR525885_Env_2"	"ERR525880_Env_3"	"ERR525895_Env_4"	"ERR525897_Env_2"	"ERR525896_Env_3"	"ERR525903_Env_4"	"ERR525899_Env_2"	"ERR525898_Env_3"	"ERR525901_Env_4"	"ERR525913_Env_2"	"ERR525912_Env_3"	"ERR525915_Env_4"	"ERR525921_Env_2"	"ERR525920_Env_3"	"ERR525923_Env_4"	"ERR525933_Env_2"	"ERR525932_Env_3"	"ERR525935_Env_4"	"ERR525937_Env_2"	"ERR525936_Env_3"	"ERR525939_Env_4"	"ERR525946_Env_2"	"ERR525945_Env_3"	"ERR525948_Env_4"	"ERR525957_Env_2"	"ERR525956_Env_3"	"ERR525959_Env_4"	"ERR525961_Env_2"	"ERR525960_Env_3"	"ERR525963_Env_4"	"ERR525969_Env_2"	"ERR525968_Env_3"	"ERR525971_Env_4"	"ERR525973_Env_2"	"ERR525972_Env_3"	"ERR525975_Env_4"	"ERR525981_Env_2"	"ERR525980_Env_3"	"ERR525983_Env_4"	"ERR525985_Env_2"	"ERR525984_Env_3"	"ERR525987_Env_4"	"ERR526013_Env_2"	"ERR526012_Env_3"	"ERR526015_Env_4"	"ERR526017_Env_2"	"ERR526016_Env_3"	"ERR526019_Env_4"	"ERR526033_Env_2"	"ERR526032_Env_3"	"ERR526035_Env_4"	"ERR526041_Env_2"	"ERR526040_Env_3"	"ERR526043_Env_4"	"ERR526045_Env_2"	"ERR526044_Env_3"	"ERR526047_Env_4"	"ERR526053_Env_2"	"ERR526052_Env_3"	"ERR526055_Env_4"	"ERR526071_Env_2"	"ERR526070_Env_3"	"ERR526073_Env_4"	"ERR525710_Env_2"	"ERR525709_Env_3"	"ERR525712_Env_4"	"ERR525727_Env_2"	"ERR525726_Env_3"	"ERR525729_Env_4"	"ERR525765_Env_2"	"ERR525764_Env_3"	"ERR525767_Env_4"	"ERR525781_Env_2"	"ERR525780_Env_3"	"ERR525783_Env_4"	"ERR525865_Env_2"	"ERR525864_Env_3"	"ERR525867_Env_4"	"ERR525926_Env_2"	"ERR525924_Env_3"	"ERR525928_Env_4"	"ERR525993_Env_2"	"ERR525992_Env_3"	"ERR525995_Env_4"	"ERR526037_Env_2"	"ERR526036_Env_3"	"ERR526039_Env_4"	"ERR526085_Env_2"	"ERR526084_Env_3"	"ERR526087_Env_4"	"ERR525739_Env_2"	"ERR525738_Env_3"	"ERR525741_Env_4"	"ERR525805_Env_2"	"ERR525800_Env_3"	"ERR525815_Env_4"	"ERR525825_Env_2"	"ERR525824_Env_3"	"ERR525827_Env_4"	"ERR525882_Env_2"	"ERR525881_Env_3"	"ERR525884_Env_4"	"ERR525887_Env_2"	"ERR525886_Env_3"	"ERR525889_Env_4"	"ERR525891_Env_2"	"ERR525890_Env_3"	"ERR525893_Env_4"	"ERR525917_Env_2"	"ERR525916_Env_3"	"ERR525919_Env_4"	"ERR525929_Env_2"	"ERR525925_Env_3"	"ERR525931_Env_4"	"ERR525941_Env_2"	"ERR525940_Env_3"	"ERR525943_Env_4"	"ERR525951_Env_2"	"ERR525950_Env_3"	"ERR525953_Env_4"	"ERR526001_Env_2"	"ERR526000_Env_3"	"ERR526003_Env_4"	"ERR526049_Env_2"	"ERR526048_Env_3"	"ERR526051_Env_4"	"ERR526061_Env_2"	"ERR526060_Env_3"	"ERR526063_Env_4"	"Unknown"
"ERR525698_Env_1"	0.0585145998930269	0.00400819711631302	0.0182405086471819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.919236694343478
"ERR525910_Env_1"	NA	NA	NA	0.00365599335600245	0.00166389996476485	0.034656115210477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.960023991468756
"ERR525954_Env_1"	NA	NA	NA	NA	NA	NA	0.130631698807721	0.0048940981531194	0.000400793894710778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.864073409144448
"ERR526078_Env_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0507206159762481	0.0138762369935315	0.000141646614187539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.935261500416033
"ERR525719_Env_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0132558067688831	0.0164812066570844	0.00230947119644086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.967953515377592
"ERR525846_Env_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0408446885208074	0.046480911676086	0.0128263535209916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.899848046282115
"ERR525966_Env_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0675461399894268	0.00869725328261115	0.00474235468176465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.919014252046197
"ERR525998_Env_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00159432431911211	0.00372591871172576	0.00787352494368881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.986806232025473
"ERR525691_Env_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.110542804008168	0.0500021704605572	0.182690734873752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.656764290657523
"ERR525707_Env_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0273484871507989	0.000667658450302423	0.404902870071362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.567080984327537
