,Sample,Abundance,aa,Group
1,sample12,0.77603855459452,Proteobacteria,Group2
2,sample11,0.753144261780008,Proteobacteria,Group2
3,sample10,0.632005723825423,Proteobacteria,Group2
4,sample7,0.551826396332877,Proteobacteria,Group2
5,sample8,0.551402793894091,Proteobacteria,Group2
6,sample9,0.533205181015149,Proteobacteria,Group2
7,sample8,0.493833823569096,Unassigned,Group2
8,sample10,0.452320819599618,Unassigned,Group2
9,sample9,0.451004622637192,Unassigned,Group2
10,sample12,0.428874152291954,Unassigned,Group2
11,sample7,0.398583747489744,Unassigned,Group2
12,sample11,0.396902405441121,Unassigned,Group2
13,sample11,0.302412833947862,Acidobacteria,Group2
14,sample10,0.242773364643148,Acidobacteria,Group2
15,sample12,0.202192857865849,Acidobacteria,Group2
16,sample10,0.188857701378569,Bacteroidetes,Group2
17,sample12,0.180887918058426,Bacteroidetes,Group2
18,sample11,0.175425626619106,Bacteroidetes,Group2
19,sample7,0.172254673232025,Actinobacteria,Group2
20,sample8,0.168809011942563,Bacteroidetes,Group2
21,sample12,0.166766252975345,Verrucomicrobia,Group2
22,sample11,0.166107584116511,Planctomycetes,Group2
23,sample10,0.162460429572283,Planctomycetes,Group2
24,sample12,0.161297168810221,Planctomycetes,Group2
25,sample11,0.158483731159842,Verrucomicrobia,Group2
26,sample8,0.149769274361119,Verrucomicrobia,Group2
27,sample9,0.14581903061925,Bacteroidetes,Group2
28,sample10,0.139528436690373,Verrucomicrobia,Group2
29,sample7,0.137383372217222,Acidobacteria,Group2
30,sample9,0.136939905716509,Acidobacteria,Group2
31,sample8,0.133877839844324,Planctomycetes,Group2
32,sample8,0.127431314521473,Acidobacteria,Group2
33,sample7,0.119804414993322,Bacteroidetes,Group2
34,sample8,0.119185758875966,Actinobacteria,Group2
35,sample12,0.117381239245495,Actinobacteria,Group2
36,sample9,0.117167833768136,Actinobacteria,Group2
37,sample7,0.100601314982431,Planctomycetes,Group2
38,sample7,0.0972574915974495,Verrucomicrobia,Group2
39,sample9,0.0946496407158222,Planctomycetes,Group2
40,sample9,0.0869605016247883,Verrucomicrobia,Group2
41,sample10,0.0841858938686986,Actinobacteria,Group2
42,sample11,0.0807050292786757,Actinobacteria,Group2
43,sample8,0.0588432834702096,Firmicutes,Group2
44,sample7,0.0555074681906858,Firmicutes,Group2
45,sample7,0.053883325403695,Gemmatimonadetes,Group2
46,sample9,0.0501624788319832,Firmicutes,Group2
47,sample12,0.0457117482458117,Firmicutes,Group2
48,sample8,0.0446009600825155,others,Group2
49,sample11,0.0440489281940864,others,Group2
50,sample12,0.0426915077367134,Gemmatimonadetes,Group2
51,sample10,0.0419910269659852,Firmicutes,Group2
52,sample10,0.0400545475670684,others,Group2
53,sample9,0.0396356812668772,Parcubacteria,Group2
54,sample8,0.0393537883081019,Parcubacteria,Group2
55,sample8,0.0389789903242152,Gemmatimonadetes,Group2
56,sample9,0.0389033823058264,Gemmatimonadetes,Group2
57,sample12,0.0368959110841194,Parcubacteria,Group2
58,sample12,0.0368142829622519,others,Group2
59,sample11,0.0368101183160372,Firmicutes,Group2
60,sample7,0.0359222169357967,others,Group2
61,sample11,0.0353469546172826,others,Group2
62,sample12,0.0349368361592989,others,Group2
63,sample7,0.0347757632038032,Parcubacteria,Group2
64,sample8,0.0332820609691376,others,Group2
65,sample11,0.0320355841411537,Gemmatimonadetes,Group2
66,sample10,0.031697110161217,Gemmatimonadetes,Group2
67,sample7,0.0312408641968232,others,Group2
68,sample8,0.0299088791141575,others,Group2
69,sample9,0.0289258089615085,others,Group2
70,sample8,0.0274352124205053,others,Group2
71,sample9,0.0273696736692755,others,Group2
72,sample9,0.0272781362991441,others,Group2
73,sample11,0.0271070327348224,others,Group2
74,sample9,0.0268204494484873,others,Group2
75,sample10,0.0251742321859183,others,Group2
76,sample12,0.0234272709759785,others,Group2
77,sample11,0.0233336105643499,others,Group2
78,sample7,0.0226424612068718,others,Group2
79,sample12,0.0222844772698332,others,Group2
80,sample12,0.0220395929042306,others,Group2
81,sample10,0.0199763137993522,Parcubacteria,Group2
82,sample10,0.0190590340840758,others,Group2
83,sample11,0.0168648868435401,Parcubacteria,Group2
84,sample7,0.0154771253819124,others,Group2
85,sample8,0.0149919193554674,others,Group2
86,sample10,0.0143707155393299,others,Group2
87,sample10,0.0136572757607816,others,Group2
88,sample7,0.0123243776189302,others,Group2
89,sample10,0.012128476235321,others,Group2
90,sample11,0.0119363354372087,others,Group2
91,sample9,0.0117167833768136,others,Group2
92,sample10,0.0114150364567727,others,Group2
93,sample8,0.0109441011294912,others,Group2
94,sample9,0.0107098723053687,others,Group2
95,sample12,0.0106932839646452,others,Group2
96,sample10,0.0099881568996761,others,Group2
97,sample11,0.00916402527114733,others,Group2
98,sample7,0.00850286517895187,others,Group2
99,sample9,0.00842143805208477,others,Group2
100,sample9,0.00823836331182205,others,Group2
101,sample11,0.00746983572522094,others,Group2
102,sample12,0.00734653096807687,others,Group2
103,sample7,0.0072608736359589,others,Group2
104,sample11,0.00723880987804916,others,Group2
105,sample7,0.00611441990396539,others,Group2
106,sample12,0.00604048101819654,others,Group2
107,sample9,0.00530916746761866,others,Group2
108,sample7,0.00477689054997296,others,Group2
109,sample10,0.00417871870292571,others,Group2
110,sample12,0.00416303421524356,others,Group2
111,sample8,0.00412277782275354,others,Group2
112,sample7,0.00353489900697999,others,Group2
113,sample12,0.0035100092403034,others,Group2
114,sample8,0.00307334346787082,others,Group2
115,sample8,0.00307334346787082,others,Group2
116,sample7,0.00296167214098324,others,Group2
117,sample9,0.00283765847407204,others,Group2
118,sample12,0.00277535614349571,others,Group2
119,sample8,0.00269854548398413,others,Group2
120,sample10,0.00264991917746509,others,Group2
121,sample8,0.00254862629042946,others,Group2
122,sample8,0.00239870709687478,others,Group2
123,sample11,0.00223324985599389,others,Group2
124,sample8,0.00217382830654277,others,Group2
125,sample12,0.0019590749248205,others,Group2
126,sample11,0.00192521539309818,others,Group2
127,sample11,0.00192521539309818,others,Group2
128,sample9,0.0014645979221017,others,Group2
129,sample10,0.0012230396203685,others,Group2
130,sample10,0.00112111965200446,others,Group2
131,sample9,0.000823836331182205,others,Group2
132,sample12,0.000816281218675208,others,Group2
133,sample10,0.000815359746912334,others,Group2
134,sample12,0.000734653096807687,others,Group2
135,sample8,0.000674636370996033,others,Group2
136,sample10,0.000611519810184251,others,Group2
137,sample8,0.000599676774218696,others,Group2
138,sample7,0.000573226865996756,others,Group2
139,sample12,0.000489768731205125,others,Group2
140,sample10,0.000407679873456167,others,Group2
141,sample11,0.000385043078619636,others,Group2
142,sample8,0.000374797983886685,others,Group2
143,sample11,0.000308034462895709,others,Group2
144,sample12,0.000244884365602562,others,Group2
145,sample11,0.000231025847171782,others,Group2
146,sample7,0.000191075621998919,others,Group2
147,sample9,0.000183074740262712,others,Group2
148,sample9,9.15373701313561e-05,others,Group2
149,sample11,7.70086157239272e-05,others,Group2
150,sample9,0,others,Group2
151,sample7,0,others,Group2
152,sample10,0,others,Group2
153,sample8,0,others,Group2
154,sample12,0,others,Group2
155,sample12,0,others,Group2
156,sample11,0,others,Group2
157,sample7,0,others,Group2
158,sample9,0,others,Group2
159,sample10,0,others,Group2
160,sample12,0,others,Group2
161,sample9,0,others,Group2
162,sample11,0,others,Group2
163,sample10,0,others,Group2
164,sample7,0,others,Group2
165,sample11,0,others,Group2
166,sample8,0,others,Group2
167,sample7,0,others,Group2
168,sample9,0,others,Group2
169,sample7,0,others,Group2
170,sample11,0,others,Group2
171,sample8,0,others,Group2
172,sample10,0,others,Group2
173,sample9,0,others,Group2
174,sample12,0,others,Group2
175,sample11,0,others,Group2
176,sample8,0,others,Group2
177,sample7,0,others,Group2
178,sample9,0,others,Group2
179,sample10,0,others,Group2
180,sample7,0,others,Group2
181,sample8,0,others,Group2
182,sample10,0,others,Group2
183,sample12,0,others,Group2
184,sample7,0,others,Group2
185,sample11,0,others,Group2
186,sample9,0,others,Group2
187,sample13,0.403201043078973,Proteobacteria,Group3
188,sample16,0.375322989220301,Proteobacteria,Group3
189,sample17,0.357568533969011,Proteobacteria,Group3
190,sample18,0.346819343262384,Proteobacteria,Group3
191,sample14,0.341596618403046,Proteobacteria,Group3
192,sample15,0.303704353034852,Proteobacteria,Group3
193,sample13,0.288090727714501,Unassigned,Group3
194,sample18,0.278818658500244,Unassigned,Group3
195,sample17,0.269371592671906,Unassigned,Group3
196,sample16,0.262408918097123,Unassigned,Group3
197,sample14,0.259236206726729,Unassigned,Group3
198,sample15,0.25832219324582,Unassigned,Group3
199,sample17,0.167986323704206,Acidobacteria,Group3
200,sample14,0.166502155411792,Acidobacteria,Group3
201,sample16,0.138182294904488,Acidobacteria,Group3
202,sample18,0.118327531876312,Acidobacteria,Group3
203,sample13,0.109520142730492,Bacteroidetes,Group3
204,sample15,0.107931011812145,Acidobacteria,Group3
205,sample13,0.106213280045603,Acidobacteria,Group3
206,sample17,0.0975111977144628,Bacteroidetes,Group3
207,sample14,0.0947249518516423,Bacteroidetes,Group3
208,sample16,0.093989334483619,Bacteroidetes,Group3
209,sample14,0.091686208927198,Planctomycetes,Group3
210,sample15,0.0914035049272059,Planctomycetes,Group3
211,sample18,0.0871011102023218,Bacteroidetes,Group3
212,sample17,0.0852295675712211,Planctomycetes,Group3
213,sample14,0.0826747643926391,Verrucomicrobia,Group3
214,sample13,0.0771601293140779,Planctomycetes,Group3
215,sample16,0.0768619192008898,Planctomycetes,Group3
216,sample15,0.072045320067498,Verrucomicrobia,Group3
217,sample17,0.0703102718938603,Actinobacteria,Group3
218,sample18,0.0662570774605469,Planctomycetes,Group3
219,sample17,0.0657767842570933,Verrucomicrobia,Group3
220,sample14,0.0646518753235213,Actinobacteria,Group3
221,sample15,0.0631880373722542,Actinobacteria,Group3
222,sample15,0.0630967251795198,Bacteroidetes,Group3
223,sample16,0.0629062474890363,Verrucomicrobia,Group3
224,sample18,0.0619773140839087,Verrucomicrobia,Group3
225,sample13,0.0609407551929554,Actinobacteria,Group3
226,sample16,0.060157403060944,Actinobacteria,Group3
227,sample13,0.0585787104180347,Verrucomicrobia,Group3
228,sample18,0.0520704544157647,Actinobacteria,Group3
229,sample17,0.0408838157788449,Parcubacteria,Group3
230,sample14,0.0344740145566264,others,Group3
231,sample16,0.0337262066369791,Parcubacteria,Group3
232,sample16,0.0324575092086288,Firmicutes,Group3
233,sample14,0.0312257031546343,Parcubacteria,Group3
234,sample18,0.0310679119192995,Parcubacteria,Group3
235,sample17,0.0296737372588391,Gemmatimonadetes,Group3
236,sample14,0.0272439020812246,Gemmatimonadetes,Group3
237,sample13,0.0270060452599273,Parcubacteria,Group3
238,sample14,0.0255673542608415,Firmicutes,Group3
239,sample13,0.0248802049624986,others,Group3
240,sample18,0.0248067766090325,Gemmatimonadetes,Group3
241,sample14,0.0241003749180063,others,Group3
242,sample16,0.0239995263529601,others,Group3
243,sample17,0.0238214168550125,others,Group3
244,sample17,0.0238214168550125,Firmicutes,Group3
245,sample13,0.0236991825750382,Firmicutes,Group3
246,sample17,0.0228322922797178,others,Group3
247,sample18,0.0227461497980586,Firmicutes,Group3
248,sample15,0.0227367359908834,Firmicutes,Group3
249,sample13,0.0215733422776096,Gemmatimonadetes,Group3
250,sample18,0.0215573266378813,others,Group3
251,sample15,0.0212757409071318,Parcubacteria,Group3
252,sample18,0.0208440327417749,others,Group3
253,sample16,0.0204048836393009,others,Group3
254,sample13,0.0187388885477046,others,Group3
255,sample15,0.0184450629323632,others,Group3
256,sample15,0.0180798141614253,others,Group3
257,sample15,0.0175319410050185,others,Group3
258,sample18,0.0172775632612431,others,Group3
259,sample16,0.015752993068683,others,Group3
260,sample15,0.0156143849575946,others,Group3
261,sample17,0.0150841497732432,others,Group3
262,sample13,0.0142510034753552,others,Group3
263,sample15,0.0140620776811086,Gemmatimonadetes,Group3
264,sample14,0.0136219510406123,others,Group3
265,sample15,0.0132402679464984,others,Group3
