,Sample,Abundance,aa,Group
1,sample3,6.75460444386183,Proteobacteria,Group1
2,sample5,6.07354353807648,Proteobacteria,Group1
3,sample1,6.04288205426862,Proteobacteria,Group1
4,sample4,5.72559562161642,Proteobacteria,Group1
5,sample2,5.63268953192659,Proteobacteria,Group1
6,sample6,5.60560617278354,Proteobacteria,Group1
7,sample2,2.60806871033519,Acidobacteria,Group1
8,sample1,2.56089070966921,Acidobacteria,Group1
9,sample4,2.48994645515341,Acidobacteria,Group1
10,sample2,2.45785792837996,Unassigned,Group1
11,sample6,2.41539871769689,Unassigned,Group1
12,sample4,2.3495300939812,Unassigned,Group1
13,sample5,2.31007641790515,Acidobacteria,Group1
14,sample6,2.27865665402495,Acidobacteria,Group1
15,sample3,2.13825347927727,Unassigned,Group1
16,sample5,2.13061348939578,Unassigned,Group1
17,sample3,2.12667409495095,Acidobacteria,Group1
18,sample1,1.93926492688429,Unassigned,Group1
19,sample1,1.01941942545009,Bacteroidetes,Group1
20,sample4,0.891747576410644,Bacteroidetes,Group1
21,sample5,0.884215698898949,Bacteroidetes,Group1
22,sample2,0.853724196393796,Bacteroidetes,Group1
23,sample6,0.836065656336723,Bacteroidetes,Group1
24,sample3,0.76555023923445,Bacteroidetes,Group1
25,sample6,0.682010486076485,Verrucomicrobia,Group1
26,sample3,0.613925848244522,Actinobacteria,Group1
27,sample6,0.601803585009242,Actinobacteria,Group1
28,sample2,0.59354022040461,Gemmatimonadetes,Group1
29,sample2,0.584518981831512,Verrucomicrobia,Group1
30,sample4,0.568404837551008,Actinobacteria,Group1
31,sample1,0.556358840992995,Verrucomicrobia,Group1
32,sample3,0.538769089598217,Gemmatimonadetes,Group1
33,sample4,0.496122997622698,Gemmatimonadetes,Group1
34,sample5,0.486807069581293,Verrucomicrobia,Group1
35,sample1,0.474022083655484,Actinobacteria,Group1
36,sample6,0.459206543472896,Planctomycetes,Group1
37,sample5,0.454614750446622,Gemmatimonadetes,Group1
38,sample5,0.432413151043401,Actinobacteria,Group1
39,sample4,0.427470061543247,Verrucomicrobia,Group1
40,sample1,0.419549289929144,Planctomycetes,Group1
41,sample5,0.381867509735401,Planctomycetes,Group1
42,sample3,0.381245766970352,Verrucomicrobia,Group1
43,sample1,0.37712577776439,Gemmatimonadetes,Group1
44,sample2,0.370801544206933,Planctomycetes,Group1
45,sample1,0.364407091671604,Firmicutes,Group1
46,sample4,0.332822324424004,Planctomycetes,Group1
47,sample6,0.327815803655521,Gemmatimonadetes,Group1
48,sample5,0.303791885167407,Thaumarchaeota,Group1
49,sample2,0.293977822072536,Actinobacteria,Group1
50,sample4,0.285128159553275,Thaumarchaeota,Group1
51,sample3,0.276375871184811,Planctomycetes,Group1
52,sample3,0.271350855345088,Firmicutes,Group1
53,sample6,0.238102433152522,Thaumarchaeota,Group1
54,sample2,0.23419421724288,Thaumarchaeota,Group1
55,sample1,0.180906574556603,Thaumarchaeota,Group1
56,sample2,0.171117144362728,Firmicutes,Group1
57,sample4,0.169151354914202,Firmicutes,Group1
58,sample3,0.163094535841472,Thaumarchaeota,Group1
59,sample6,0.160917456144327,others,Group1
60,sample6,0.15839918609512,others,Group1
61,sample1,0.157812118230228,others,Group1
62,sample5,0.157187323774805,Firmicutes,Group1
63,sample5,0.155337190491203,others,Group1
64,sample6,0.152418294728253,others,Group1
65,sample6,0.151348029957341,others,Group1
66,sample6,0.146374446610157,Firmicutes,Group1
67,sample4,0.136491220274464,others,Group1
68,sample3,0.131742806580586,others,Group1
69,sample2,0.131738722019841,others,Group1
70,sample2,0.125366577313447,others,Group1
71,sample4,0.124567679056781,others,Group1
72,sample3,0.122566690699351,others,Group1
73,sample6,0.119240086829951,others,Group1
74,sample4,0.115162152754634,others,Group1
75,sample2,0.11383943913671,others,Group1
76,sample5,0.111304018341481,others,Group1
77,sample5,0.111007997016105,others,Group1
78,sample1,0.108945587452681,others,Group1
79,sample1,0.105933267062285,others,Group1
80,sample5,0.103533458550354,others,Group1
81,sample3,0.103012824714339,others,Group1
82,sample4,0.101905544816963,others,Group1
83,sample5,0.0988711226756776,others,Group1
84,sample5,0.0917666108666468,others,Group1
85,sample4,0.091611307368156,others,Group1
86,sample1,0.0907043139775013,others,Group1
87,sample6,0.0861248356828793,others,Group1
88,sample3,0.0854252692753053,others,Group1
89,sample2,0.0820503127362705,others,Group1
90,sample2,0.0801171901848924,others,Group1
91,sample4,0.0755404474660624,others,Group1
92,sample3,0.0719888138777829,others,Group1
93,sample1,0.0665220752879276,others,Group1
94,sample4,0.064801854443926,others,Group1
95,sample3,0.061720303248782,others,Group1
96,sample6,0.0590534326539041,others,Group1
97,sample2,0.0537694457809242,others,Group1
98,sample2,0.0502611863358306,others,Group1
99,sample2,0.049760006415103,others,Group1
100,sample5,0.0418130122093996,others,Group1
101,sample6,0.0413625855582249,others,Group1
102,sample1,0.0410010275359554,others,Group1
103,sample1,0.0390764895087575,others,Group1
104,sample5,0.0389268042869808,others,Group1
105,sample1,0.0387417872431578,others,Group1
106,sample6,0.0353816941913583,others,Group1
107,sample4,0.0327341939019603,others,Group1
108,sample3,0.0277468265932577,others,Group1
109,sample3,0.0256712765725022,others,Group1
110,sample2,0.0221235136435494,others,Group1
111,sample1,0.0195800825375787,others,Group1
112,sample4,0.0173298673598614,others,Group1
113,sample5,0.0153931089195666,others,Group1
114,sample5,0.0153191035882225,others,Group1
115,sample4,0.0107385930221363,others,Group1
116,sample3,0.0107054685281073,others,Group1
117,sample6,0.00862507491853396,others,Group1
118,sample2,0.00809047586317502,others,Group1
119,sample6,0.00780663715254169,others,Group1
120,sample6,0.00679932913285889,others,Group1
121,sample2,0.00637214470639448,others,Group1
122,sample3,0.00600817111271329,others,Group1
123,sample5,0.00599443183886967,others,Group1
124,sample1,0.00493685841759463,others,Group1
125,sample2,0.00486860494421151,others,Group1
126,sample2,0.00472541068114647,others,Group1
127,sample1,0.0046858317183949,others,Group1
128,sample1,0.00426745388639536,others,Group1
129,sample4,0.00414731868441127,others,Group1
130,sample1,0.00326334708959645,others,Group1
131,sample5,0.00266419192838652,others,Group1
132,sample3,0.00218478949553211,others,Group1
133,sample4,0.00207365934220563,others,Group1
134,sample5,0.00207214927763396,others,Group1
135,sample6,0.0020146160393656,others,Group1
136,sample4,0.00177742229331911,others,Group1
137,sample3,0.00174783159642568,others,Group1
138,sample3,0.00152935264687247,others,Group1
139,sample4,0.00148118524443259,others,Group1
140,sample5,0.00140610129553733,others,Group1
141,sample3,0.00120163422254266,others,Group1
142,sample4,0.00118494819554608,others,Group1
143,sample5,0.00103607463881698,others,Group1
144,sample1,0.00100410679679891,others,Group1
145,sample2,0.000859165578390267,others,Group1
146,sample3,0.000764676323436237,others,Group1
147,sample5,0.0007400533134407,others,Group1
148,sample6,0.000692524263531924,others,Group1
149,sample4,0.000592474097773038,others,Group1
150,sample5,0.00059204265075256,others,Group1
151,sample4,0.000296237048886519,others,Group1
152,sample1,0.000251026699199727,others,Group1
153,sample3,0,others,Group1
154,sample3,0,others,Group1
155,sample2,0,others,Group1
156,sample6,0,others,Group1
157,sample1,0,others,Group1
158,sample2,0,others,Group1
159,sample6,0,others,Group1
160,sample1,0,others,Group1
161,sample6,0,others,Group1
162,sample2,0,others,Group1
163,sample7,6.69471656797611,Proteobacteria,Group2
164,sample12,6.26316253465114,Proteobacteria,Group2
165,sample11,6.10524305459295,Proteobacteria,Group2
166,sample10,5.7830409249441,Proteobacteria,Group2
167,sample8,5.47654814055224,Proteobacteria,Group2
168,sample9,5.28902924618976,Proteobacteria,Group2
169,sample9,2.15085358597648,Bacteroidetes,Group2
170,sample9,2.02956657055243,Acidobacteria,Group2
171,sample7,1.98059435982979,Acidobacteria,Group2
172,sample8,1.92496244524201,Acidobacteria,Group2
173,sample10,1.87451205815146,Acidobacteria,Group2
174,sample11,1.71937136326812,Acidobacteria,Group2
175,sample12,1.64905131796766,Acidobacteria,Group2
176,sample11,1.63219761026864,Unassigned,Group2
177,sample10,1.63163677353995,Unassigned,Group2
178,sample7,1.61707298897685,Unassigned,Group2
