"source","target","correlation","direct","cor"
"bac_ASV_227","fun_ASV_203",0.746130030959752,"undirected","+"
"bac_ASV_244","fun_ASV_203",0.74406604747162,"undirected","+"
"bac_ASV_34","fun_ASV_203",-0.834881320949432,"undirected","-"
"bac_ASV_440","fun_ASV_203",0.702786377708978,"undirected","+"
"bac_ASV_312","fun_ASV_203",-0.715170278637771,"undirected","-"
"bac_ASV_62","fun_ASV_203",0.812177502579979,"undirected","+"
"bac_ASV_79","fun_ASV_203",0.750257997936017,"undirected","+"
"bac_ASV_143","fun_ASV_203",0.77296181630547,"undirected","+"
"bac_ASV_47","fun_ASV_203",0.719298245614035,"undirected","+"
"bac_ASV_148","fun_ASV_203",-0.746130030959752,"undirected","-"
"bac_ASV_3","fun_ASV_203",-0.82249742002064,"undirected","-"
"bac_ASV_386","fun_ASV_203",-0.717234262125903,"undirected","-"
"bac_ASV_268","fun_ASV_203",-0.715170278637771,"undirected","-"
"bac_ASV_30","fun_ASV_203",0.711042311661507,"undirected","+"
"bac_ASV_66","fun_ASV_203",-0.737874097007224,"undirected","-"
"bac_ASV_342","fun_ASV_203",0.797729618163055,"undirected","+"
"bac_ASV_61","fun_ASV_203",-0.692466460268318,"undirected","-"
"bac_ASV_107","fun_ASV_203",-0.739938080495356,"undirected","-"
"bac_ASV_130","fun_ASV_203",0.874097007223942,"undirected","+"
"bac_ASV_229","fun_ASV_203",0.865841073271414,"undirected","+"
"bac_ASV_111","fun_ASV_203",-0.70485036119711,"undirected","-"
"bac_ASV_82","fun_ASV_203",0.708978328173375,"undirected","+"
"bac_ASV_17","fun_ASV_203",-0.810113519091847,"undirected","-"
"bac_ASV_77","fun_ASV_203",-0.760577915376677,"undirected","-"
"bac_ASV_207","fun_ASV_203",0.746130030959752,"undirected","+"
"bac_ASV_135","fun_ASV_203",0.836945304437564,"undirected","+"
"bac_ASV_28","fun_ASV_203",0.719298245614035,"undirected","+"
"bac_ASV_334","fun_ASV_203",0.684210526315789,"undirected","+"
"bac_ASV_189","fun_ASV_203",0.727554179566563,"undirected","+"
"bac_ASV_370","fun_ASV_203",0.748194014447884,"undirected","+"
"bac_ASV_75","fun_ASV_203",0.696594427244582,"undirected","+"
"bac_ASV_228","fun_ASV_203",0.79360165118679,"undirected","+"
"bac_ASV_4","fun_ASV_203",-0.828689370485036,"undirected","-"
"bac_ASV_213","fun_ASV_203",0.692466460268318,"undirected","+"
"bac_ASV_103","fun_ASV_203",0.721362229102167,"undirected","+"
"bac_ASV_292","fun_ASV_203",0.762641898864809,"undirected","+"
"bac_ASV_1","fun_ASV_203",-0.688338493292054,"undirected","-"
"bac_ASV_152","fun_ASV_203",0.682146542827657,"undirected","+"
"bac_ASV_387","fun_ASV_203",0.766769865841073,"undirected","+"
"bac_ASV_29","fun_ASV_203",-0.758513931888545,"undirected","-"
"bac_ASV_206","fun_ASV_203",0.73374613003096,"undirected","+"
"bac_ASV_134","fun_ASV_203",-0.890608875128999,"undirected","-"
"bac_ASV_278","fun_ASV_203",-0.762641898864809,"undirected","-"
"bac_ASV_92","fun_ASV_203",0.758513931888545,"undirected","+"
"bac_ASV_316","fun_ASV_203",0.746130030959752,"undirected","+"
"bac_ASV_44","fun_ASV_203",0.727554179566563,"undirected","+"
"bac_ASV_88","fun_ASV_203",0.725490196078431,"undirected","+"
"bac_ASV_227","fun_ASV_311",0.708978328173375,"undirected","+"
"bac_ASV_144","fun_ASV_311",0.715170278637771,"undirected","+"
"bac_ASV_244","fun_ASV_311",0.777089783281734,"undirected","+"
"bac_ASV_34","fun_ASV_311",-0.682146542827657,"undirected","-"
"bac_ASV_23","fun_ASV_311",0.737874097007224,"undirected","+"
"bac_ASV_440","fun_ASV_311",0.795665634674923,"undirected","+"
"bac_ASV_312","fun_ASV_311",-0.719298245614035,"undirected","-"
"bac_ASV_62","fun_ASV_311",0.698658410732714,"undirected","+"
"bac_ASV_79","fun_ASV_311",0.729618163054696,"undirected","+"
"bac_ASV_143","fun_ASV_311",0.752321981424149,"undirected","+"
"bac_ASV_47","fun_ASV_311",0.764705882352941,"undirected","+"
"bac_ASV_148","fun_ASV_311",-0.70485036119711,"undirected","-"
"bac_ASV_3","fun_ASV_311",-0.834881320949432,"undirected","-"
"bac_ASV_359","fun_ASV_311",-0.735810113519092,"undirected","-"
"bac_ASV_53","fun_ASV_311",-0.706914344685243,"undirected","-"
"bac_ASV_386","fun_ASV_311",-0.702786377708978,"undirected","-"
"bac_ASV_707","fun_ASV_311",0.702786377708978,"undirected","+"
"bac_ASV_30","fun_ASV_311",0.702786377708978,"undirected","+"
