,logFC,level,p,Genus,ord
Enterobacteriales,-5.25816385049171,depleted,0.0101533152957857,Enterobacteriales,27.6482870786178
Oligoflexales,-2.49816775033914,depleted,0.0145525716211374,Oligoflexales,6.2408421088345
Planctomycetales,-1.83104876884074,depleted,1.74892359229745e-05,Planctomycetales,3.35273959387318
Opitutales,-1.76391600356746,depleted,2.07349292605241e-06,Opitutales,3.11139966764139
Verrucomicrobiales,-1.44264669430425,depleted,0.00305114522684785,Verrucomicrobiales,2.08122948458697
Sphingomonadales,1.19583831498947,enriched,3.37099450353268e-07,Sphingomonadales,1.43002927559686
Burkholderiales,1.09294218732532,enriched,1.14821515687629e-07,Burkholderiales,1.19452262483545
Cytophagales,-1.01217982531926,depleted,0.000824535396161527,Cytophagales,1.02450799878332
Sphingobacteriales,-0.989821766235591,depleted,4.84662058082658e-05,Sphingobacteriales,0.979747128913745
Bdellovibrionales,0.958971231381339,enriched,0.0133262998603621,Bdellovibrionales,0.919625822617042
Methylophilales,0.841705379127981,enriched,0.0145921819164768,Methylophilales,0.708467945252978
Rhizobiales,0.789674877798876,enriched,9.71724143034735e-07,Rhizobiales,0.623586412626669
Caulobacterales,0.779080764854613,enriched,4.50452883058688e-07,Caulobacterales,0.606966838166448
Desulfuromonadales,-0.599455828171002,depleted,0.0133056849690765,Desulfuromonadales,0.359347289928182
Actinomycetales,0.332527762040188,enriched,0.0152234250111782,Actinomycetales,0.110574712527456
