,KO-OElogFC,KO-OElevel,KO-OEp,KO-WTlogFC,KO-WTlevel,KO-WTp,OE-WTlogFC,OE-WTlevel,OE-WTp,KO,OE,WT,phylum,class,order,family,genus
Achromobacter,-2.83154435425445,depleted,0.0032167734500148,0.304336982164165,nosig,0.761442443876857,3.13588133641861,nosig,0.00118030080667323,0.000112958698890159,0.000976345567744068,0.000103162994910284,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
Aciditerrimonas,-0.242667204748637,nosig,0.65712472319788,0.0391087295706973,NA,0.943828212968051,0.281775934319334,nosig,0.604426512077931,0.000167746084091583,0.000238054455564909,0.000174419581993354,Actinobacteria,Actinobacteria,Acidimicrobiales,Acidimicrobineae_incertae_sedis,Aciditerrimonas
Acidovorax,0.413472915607758,nosig,0.546741634082762,-0.0724400634630755,nosig,0.915290911114613,-0.485912979070834,nosig,0.47766825209252,0.000480652210517088,0.000433691067178294,0.000532503775569904,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
Actinocorallia,0.210897439621042,nosig,0.556946801151919,-0.547773693239817,nosig,0.126081367820329,-0.758671132860859,nosig,0.0341932986206289,0.00620338121655582,0.00628494608011092,0.00929708573190322,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinocorallia
Actinomadura,0.150371191126222,nosig,0.831863305748728,0.460296089940609,NA,0.522247039347592,0.309924898814387,nosig,0.667140162639946,0.000145186539923586,0.000157298842573237,0.000111913917478525,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Actinomadura
Actinophytocola,0.283022728501869,nosig,0.513885274416895,0.033668297905626,nosig,0.938079409467723,-0.249354430596243,nosig,0.565151416812374,0.0133356433492877,0.0131242436924173,0.0141564902763845,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Actinophytocola
Actinoplanes,0.0254331188347542,nosig,0.912637023234036,-0.0585792180055758,nosig,0.800448340640953,-0.08401233684033,nosig,0.716897927304072,0.0193596511662281,0.0222711816271088,0.0210758652500745,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Actinoplanes
Aeromicrobium,1.17048741254208,enriched,2.14973264355814e-07,0.99749438912119,enriched,9.01580673973232e-06,-0.172993023420885,nosig,0.450264430819588,0.00499776696532881,0.0027159468125899,0.00273990918008326,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium
Aggregicoccus,-1.40698771660116,nosig,0.398785663171783,-2.66783083287316,NA,0.0968761370749203,-1.26084311627199,nosig,0.398197996468941,9.38901076045439e-06,3.02917304562207e-05,7.28283612232858e-05,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Aggregicoccus
Agromyces,0.152165191733803,nosig,0.389994074861908,0.0900051321268007,nosig,0.610760681914281,-0.0621600596070019,nosig,0.725353445792828,0.00731976954190458,0.0078710717666488,0.00735580307370444,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces
Altererythrobacter,0.973366169313081,enriched,0.0022230113193729,0.62052248700426,nosig,0.048982356589286,-0.35284368230882,nosig,0.272172974738758,0.00189719745416317,0.00122051472909508,0.0013702638394777,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter
Amaricoccus,-0.145245019890212,nosig,0.635512545055765,0.426586581616275,nosig,0.184073369282504,0.571831601506486,nosig,0.0697249418380228,0.000417294031659052,0.000544989293770821,0.000326935925736418,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus
Ammoniibacillus,1.27664506392577,nosig,0.150639191645679,2.57353981545839,NA,0.0139832665915009,1.29689475153262,nosig,0.239310032320973,9.29089295936865e-05,4.99212162882657e-05,1.78698002702584e-05,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Ammoniibacillus
Amycolatopsis,1.28290092615672,enriched,0.00202389601361298,-0.25326217151838,nosig,0.541134759555205,-1.5361630976751,depleted,0.000217575600888574,0.0143382379615296,0.00702572334645353,0.0177220708860692,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Amycolatopsis
Aquabacterium,0.783070834739602,nosig,0.037134930213668,0.630214582866062,nosig,0.0931638834343946,-0.15285625187354,nosig,0.684789679291333,0.00577597914797597,0.00441509050022528,0.00437102182601304,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Aquabacterium
Aquihabitans,-1.19152219284153,depleted,0.000530846772793199,-0.915844016561032,depleted,0.00869418661745838,0.275678176280499,nosig,0.374232727762903,0.000221193631878914,0.000601052784448317,0.000442499387443938,Actinobacteria,Actinobacteria,Acidimicrobiales,Iamiaceae,Aquihabitans
Archangium,-5.43103659588833,depleted,1.32615315032983e-06,-2.89278554693936,NA,0.0164690498673026,2.53825104894897,nosig,0.0045826222332106,0,0.000264633239504618,4.03392826144615e-05,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Archangium
Arenimonas,0.42349068690976,nosig,0.233846316463522,0.28945939261354,nosig,0.414896427180884,-0.134031294296221,nosig,0.70690828198919,0.00213661081932945,0.00204794610808774,0.00198712892552439,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas
Aridibacter,-2.70621984208854,nosig,0.0140664555828298,-2.35598004986661,NA,0.0351938697072202,0.350239792221932,nosig,0.67442617487773,8.55787046092505e-06,7.62441956999955e-05,5.38995470398767e-05,Acidobacteria,Acidobacteria_Gp4,Unassigned,Unassigned,Aridibacter
Armatimonadetes_gp5,-1.57541894084015,nosig,0.0211994705857943,-1.40361912831804,NA,0.0415730971615118,0.171799812522117,nosig,0.769646321201889,4.96295174566028e-05,0.000175823449382737,0.000143951291244493,Armatimonadetes,Unassigned,Unassigned,Unassigned,Armatimonadetes_gp5
Armatimonas/Armatimonadetes_gp1,-1.30050269645123,nosig,0.197767476655483,-1.00065996644741,NA,0.328431884743434,0.299842730003822,nosig,0.742860751305855,2.63404076807634e-05,8.0637545905807e-05,5.7871866359429e-05,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas/Armatimonadetes_gp1
Arthrobacter,-0.770933543222661,depleted,0.00430821964152553,-0.469686300721271,nosig,0.0842660868886968,0.301247242501391,nosig,0.254756276553941,0.00108414065312673,0.00220912480779033,0.00159506110488038,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter
Asticcacaulis,1.62196681767294,nosig,0.0140571427286739,0.531549182587602,nosig,0.406062663600486,-1.09041763508534,nosig,0.100997752198275,0.000508867199355117,0.000205119451696995,0.000380072850909209,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
Azohydromonas,-1.02479439156526,nosig,0.487646630898632,2.48309377602883,NA,0.136994093698194,3.50788816759409,nosig,0.0323087908499769,5.1678565080871e-05,0.000122603208582344,8.82251618168038e-06,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Azohydromonas
Bacillus,-1.35661064959892,depleted,7.92332998536462e-06,0.730896074652867,nosig,0.0170766782473238,2.08750672425178,enriched,7.60646137124239e-12,0.00665811969996855,0.0200020161875192,0.00427635970187006,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus
