ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,mean,Label
ASV_41,Bacteria,Proteobacteria,Betaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.0030732535301215,ASV_41
ASV_81,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium_manausense,0.00196345549832112,ASV_81
ASV_95,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,Terrimonas_lutea,0.00157477156300001,ASV_95
ASV_970,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Unassigned,0.00100773347601228,ASV_970
ASV_85,Archaea,Thaumarchaeota,Unassigned,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,Unassigned,0.000958976997327068,ASV_85
ASV_190,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.00076411497556647,ASV_190
ASV_235,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.000736819015217491,ASV_235
ASV_421,Bacteria,Proteobacteria,Betaproteobacteria,Sulfuricellales,Sulfuricellaceae,Sulfuricella,Sulfuricella_denitrificans,0.000718743769784322,ASV_421
ASV_258,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,Unassigned,0.000621372688884494,ASV_258
ASV_1025,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,Pirellula_staleyi,0.000573449187782034,ASV_1025
ASV_2633,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Unassigned,Unassigned,0.000461856109979322,ASV_2633
ASV_40,Bacteria,Proteobacteria,Betaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.00376015486412168,ASV_40
ASV_290,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.00126864056539857,ASV_290
ASV_109,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,0.000918685785410841,ASV_109
ASV_332,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.000720236682511589,ASV_332
ASV_201,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.000669794103520823,ASV_201
ASV_350,Bacteria,Acidobacteria,Acidobacteria_Gp1,Unassigned,Unassigned,Gp1,Unassigned,0.000665792640902896,ASV_350
ASV_76,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Unassigned,Unassigned,Unassigned,0.000660981362488532,ASV_76
ASV_300,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.000642015002749743,ASV_300
ASV_230,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Unassigned,0.000521012948117512,ASV_230
ASV_617,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.000506151988059351,ASV_617
ASV_438,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Unassigned,Unassigned,0.000433211067730282,ASV_438
ASV_96,Bacteria,Proteobacteria,Betaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.00174044797973121,ASV_96
ASV_80,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter_cryotolerans,0.00287222193323336,ASV_80
ASV_276,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Unassigned,0.00145654306633079,ASV_276
ASV_253,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_granadensis,0.00127391062515543,ASV_253
ASV_1180,Bacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.00125547228043889,ASV_1180
ASV_51,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium_arabidopsis,0.00112992417556123,ASV_51
ASV_874,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unassigned,Unassigned,0.00111538544629947,ASV_874
ASV_34,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Unassigned,Unassigned,0.000954376861629509,ASV_34
ASV_164,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Gemmata,Gemmata_obscuriglobus,0.000817010556883198,ASV_164
ASV_35,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_caribensis,0.00353995347769937,ASV_35
ASV_142,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_daechungensis,0.0018882657143406,ASV_142
