,logFC,level,p,Genus,ord
Archangium,-6.12350030399272,depleted,1.27115396269672e-09,Archangium,37.497255972999
Pantoea,-5.93031057360094,depleted,0.00443529618342262,Pantoea,35.1685834993631
Cedecea,-5.72694510646084,depleted,6.88351529295973e-05,Cedecea,32.7979002524158
Gp11,-4.5435119593611,depleted,3.46401272682661e-05,Gp11,20.6435009248574
Chitinophaga,-3.96444471787866,depleted,0.000385718235881809,Chitinophaga,15.716821921116
Leptospira,-3.16544172034908,depleted,0.00688286800624935,Leptospira,10.0200212849265
Rudaibacter,3.14757059621404,enriched,0.00347109837529621,Rudaibacter,9.90720065815122
Thermogutta,-3.0899497463745,depleted,5.02462599609228e-06,Thermogutta,9.54778943511982
Kibdelosporangium,2.97291556985628,enriched,0.000317164186962115,Kibdelosporangium,8.83822698549388
Achromobacter,-2.94606161482588,depleted,0.000956980945639932,Achromobacter,8.67927903835048
Brevibacillus,2.9052195969143,enriched,0.00285280480269313,Brevibacillus,8.44030090629487
Paraherbaspirillum,2.89866726504216,enriched,6.58201135590319e-07,Paraherbaspirillum,8.402271913427
Terribacillus,-2.87044915091911,depleted,0.000589576824110638,Terribacillus,8.23947832801226
Cryobacterium,-2.58948033150038,depleted,0.000180753005088524,Cryobacterium,6.70540838722734
Oligoflexus,-2.54918516907774,depleted,0.000782090309794549,Oligoflexus,6.49834502624592
Aridibacter,-2.50985423126681,depleted,0.00329608121130818,Aridibacter,6.29936826220791
Gp6,-2.37114415760374,depleted,1.39668173967025e-06,Gp6,5.62232461613835
Gp17,-2.2173810059226,depleted,5.64729891584423e-06,Gp17,4.91677852542634
Niastella,-2.18606782095023,depleted,3.70485348996899e-08,Niastella,4.7788925177941
Opitutus,-2.05911078274263,depleted,2.51932545943687e-07,Opitutus,4.23993721560697
Lysinibacillus,-2.02579804824535,depleted,0.00288768432616689,Lysinibacillus,4.10385773227468
Pirellula,-2.01905097077092,depleted,2.9895871354912e-05,Pirellula,4.07656682257099
Blastopirellula,-2.00278099178197,depleted,0.00339171967753225,Blastopirellula,4.01113170104316
Haliangium,-1.88969087845056,depleted,2.1059790817029e-06,Haliangium,3.57093161609923
Spartobacteria_genera_incertae_sedis,-1.79879333306481,depleted,0.000558723699452591,Spartobacteria_genera_incertae_sedis,3.2356574550784
Cellvibrio,-1.76195641794044,depleted,0.00697739329701913,Cellvibrio,3.1044904187215
Terrimonas,-1.6573219240801,depleted,0.000529503118851242,Terrimonas,2.74671596003655
Luteolibacter,-1.61213762175385,depleted,0.00666797842643933,Luteolibacter,2.59898771147416
Armatimonadetes_gp5,-1.58324639918712,depleted,0.00788682329184399,Armatimonadetes_gp5,2.50666916053897
Cellulomonas,-1.44871498281728,depleted,0.00490872419552757,Cellulomonas,2.09877510143927
Bacillus,-1.42400683455408,depleted,6.16807302661519e-05,Bacillus,2.02779546485674
Aquihabitans,-1.27200952902917,depleted,0.00110369309763576,Aquihabitans,1.61800824194102
Pelomonas,1.22635295591991,enriched,0.000304671535854116,Pelomonas,1.50394157249349
Ohtaekwangia,-1.16976704676863,depleted,0.00887417335711527,Ohtaekwangia,1.3683549437058
Massilia,1.16486335607044,enriched,6.661463535492e-05,Massilia,1.35690663831569
Amycolatopsis,1.16274019067168,enriched,0.00875321083378056,Amycolatopsis,1.35196475100322
Bosea,1.11565897875768,enriched,0.003662540761547,Bosea,1.24469495688263
Aeromicrobium,1.06091096857426,enriched,0.000100410017841873,Aeromicrobium,1.12553208324118
Brevundimonas,1.05034602589241,enriched,0.00940924269803691,Brevundimonas,1.10322677410798
Sphingomonas,1.04007662042315,enriched,0.000368107731122972,Sphingomonas,1.08175937635083
Phyllobacterium,1.01249836346533,enriched,0.00893358893546598,Phyllobacterium,1.02515293601997
Devosia,1.00986528501437,enriched,0.000639378466221016,Devosia,1.01982789387716
Rhizobium,1.00233506302917,enriched,0.00182257751612155,Rhizobium,1.00467557857769
Subdivision3_genera_incertae_sedis,-0.9630154506335,depleted,0.00581891604709838,Subdivision3_genera_incertae_sedis,0.927398758158844
Arthrobacter,-0.85197327652587,depleted,0.0078883340851295,Arthrobacter,0.725858463914226
Polaromonas,0.814143677945305,enriched,0.00992806519285022,Polaromonas,0.662829928338308
Phenylobacterium,0.749284007654889,enriched,0.00456828858536492,Phenylobacterium,0.561426524127372
