,X1,X2,elements,Kingdom,Phylum,Class,Order,Family,Genus,Species,mean,group,degree
1,-8.15975008674824,4.46879368087063,ASV_1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Thermomonosporaceae,Unassigned,Unassigned,0.0335992528579207,Model_model_15,4
2,30.679044231734,-8.69295586709148,ASV_10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Unassigned,0.017115722540349,Model_model_37,2
3,35.3377598526149,4.62139946791114,ASV_100,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga_intermedia,0.00227495531725238,Model_mother_no,0
4,-1.44622715206454,37.5978541789725,ASV_101,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.00143113055454871,Model_model_120,1
5,-36.0452212728221,-14.9633777844171,ASV_102,Bacteria,Proteobacteria,Gammaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.00184148580507002,Model_model_73,1
6,14.9927072930752,17.206661349175,ASV_103,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,Phyllobacterium_bourgognense,0.00190558069150211,Model_model_40,2
7,-34.0705179377285,17.5134563813253,ASV_104,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Unassigned,0.00215338269079669,Model_mother_no,0
8,3.5920982420207,1.10913664761277,ASV_105,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Unassigned,0.00233782776064823,Model_model_5,5
9,31.1122089829376,5.32433707459231,ASV_106,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Unassigned,0.000778322788694274,Model_mother_no,0
10,-25.0146926825425,-15.7333247843799,ASV_107,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,0.00176988089850378,Model_model_102,1
11,-26.2954693742265,-1.77005916767871,ASV_1072,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Aquabacterium,Unassigned,0.000334159886303438,Model_model_105,1
12,-18.0946946545012,24.216720561455,ASV_108,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Unassigned,0.00143418275913452,Model_model_92,1
13,-3.70919051196193,2.929183175695,ASV_109,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned,0.000668356027702374,Model_model_7,5
14,-25.1556718317106,17.3844799570965,ASV_11,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Unassigned,Unassigned,0.0101674235166987,Model_model_100,1
15,-6.42259581308216,11.6306526453905,ASV_110,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.00166199699846786,Model_model_30,3
16,18.7620505707761,5.81468191024676,ASV_111,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,0.000962702649332782,Model_model_59,2
17,-8.50270569141441,21.7521194450781,ASV_112,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,Unassigned,0.000436520659049282,Model_model_34,2
18,17.8771503164863,-1.04216298210098,ASV_113,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Unassigned,0.00156540482807736,Model_model_25,3
19,30.1580153821757,12.4874032022,ASV_114,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,Sandaracinus_amylolyticus,0.00200072474042886,Model_model_67,1
20,-1.95490252846998,-11.0116411077336,ASV_115,Bacteria,Proteobacteria,Betaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.00148035532741845,Model_model_8,5
21,-31.7280899407246,-7.31267605848101,ASV_1156,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Dactylosporangium,Unassigned,0.000654521873712881,Model_model_90,1
22,-33.3399267295714,-4.74447006829188,ASV_116,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Kibdelosporangium,Kibdelosporangium_phytohabitans,0.00259564868728108,Model_model_87,1
23,-10.4642451603779,8.25396691862935,ASV_117,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Micromonospora,Unassigned,0.00112146909440748,Model_model_42,2
24,-28.553667583311,10.7728187318675,ASV_118,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Unassigned,0.00146153735383402,Model_model_117,1
25,-1.72763528433883,-33.6100701463573,ASV_1185,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Unassigned,Unassigned,0.000264458248620296,Model_mother_no,0
26,-17.7944761522848,-9.27321019436161,ASV_119,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,Steroidobacter_denitrificans,0.000908242146089915,Model_model_12,4
27,-30.9636054599788,5.00851124686357,ASV_12,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_terrae,0.00650497606698399,Model_model_115,1
28,6.14365902302927,-33.1974726091071,ASV_120,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium,Aeromicrobium_ginsengisoli,0.00203087141076661,Model_mother_no,0
29,37.4878611253045,16.2051845131525,ASV_121,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.000971482923806152,Model_mother_no,0
30,6.14558959841315,-16.5152605706234,ASV_122,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.00123741715308679,Model_model_2,6
31,4.62406561161559,-23.1794880883743,ASV_123,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Aquabacterium,Unassigned,0.0015066103975663,Model_model_10,4
32,-29.9419063909798,-14.3594848711005,ASV_1234,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Brevibacillus,Brevibacillus_ginsengisoli,0.000262817883628198,Model_model_93,1
33,-20.5700477550809,-11.2019096610352,ASV_124,Bacteria,Proteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,0.00124159879824363,Model_model_12,4
34,-0.721747350489304,-30.6310246187567,ASV_125,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Unassigned,Unassigned,0.00139287592902054,Model_model_20,3
35,-0.499852075891518,7.8838989467883,ASV_126,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,Unassigned,0.00114090347624917,Model_model_19,3
36,21.75980298154,17.7783536131114,ASV_127,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned,0.00132863583390343,Model_model_109,1
37,-7.39267174152405,-17.7469615255996,ASV_128,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned,0.000887348450773148,Model_model_17,4
38,9.2784233529342,-22.8011818267061,ASV_129,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_alvei,0.00141483344634191,Model_model_10,4
