,X1,X2,elements,Kingdom,Phylum,Class,Order,Family,Genus,Species,mean,group,degree
1,6.14558959841315,-16.5152605706234,ASV_122,Bacteria,Actinobacteria,Actinobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.00123741715308679,model_2,6
2,-1.78970430580463,-3.28048284069552,ASV_142,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned,0.000979221231797815,model_1,7
3,6.64639245954052,-14.0423283440545,ASV_224,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Saccharothrix,Saccharothrix_longispora,0.000857420537039813,model_2,6
4,2.75382570591452,-3.63307278137531,ASV_225,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,Peredibacter_starrii,0.000731190641097182,model_1,7
5,6.6812442301596,-11.5194365465863,ASV_248,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Unassigned,Unassigned,Unassigned,0.000728901580446103,model_2,6
6,-0.718331227568364,-5.3701566993018,ASV_256,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Unassigned,Unassigned,0.000459291920479757,model_1,7
7,9.11296269380189,-15.8290186683899,ASV_340,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces_bangladeshensis,0.000318033132518729,model_2,6
8,-8.35970546447387,-5.55061164655377,ASV_343,Bacteria,Proteobacteria,Deltaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.000443229739834998,model_3,5
9,3.62794169069886,-6.06261784226486,ASV_352,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Unassigned,Unassigned,Unassigned,0.000315035805401588,model_1,7
10,-7.18897118051802,-3.25941619277667,ASV_357,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Unassigned,0.000500217565396266,model_3,5
11,-2.37459704531157,-6.39208933795897,ASV_362,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,Steroidobacter_denitrificans,0.000361016107105291,model_1,7
12,0.479069155422615,-7.53638745235886,ASV_419,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_daejeonensis,0.000368747596245207,model_1,7
13,1.30893014628155,-2.00087423758856,ASV_465,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Couchioplanes,Couchioplanes_caeruleus_subsp._azureus,0.000590918926817464,model_1,7
14,-5.74370641831979,-4.79065584398931,ASV_546,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned,0.000269272912678064,model_3,5
15,3.67901967898597,-14.7285702614555,ASV_55,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales_incertae_sedis,Piscinibacter,Piscinibacter_aquaticus,0.00203678790071045,model_2,6
16,3.65679117123057,-11.1603913263129,ASV_62,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer_americanus,0.00383926385384802,model_2,6
17,-7.19619912866724,-0.900245618998246,ASV_66,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,Dongia_mobilis,0.00164936171306307,model_3,5
18,5.19479374866316,-12.9349687983615,ASV_7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned,0.0154357291969848,model_2,6
19,-5.45352204643938,-2.88637512684666,ASV_86,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micromonosporaceae,Couchioplanes,Unassigned,0.0012701450600315,model_3,5
20,0.945913114163322,-4.61937351158714,ASV_89,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,Steroidobacter_agariperforans,0.00128540822804169,model_1,7
21,-9.77098365867858,-2.5805175401042,ASV_96,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia_insulae,0.00245730399898116,model_3,5
