source,target,correlation,direct,cor
ASV_40,ASV_41,1,undirected,+
ASV_81,ASV_41,-1,undirected,-
ASV_95,ASV_41,1,undirected,+
ASV_970,ASV_41,1,undirected,+
ASV_85,ASV_41,-1,undirected,-
ASV_190,ASV_41,1,undirected,+
ASV_235,ASV_41,-1,undirected,-
ASV_421,ASV_41,1,undirected,+
ASV_258,ASV_41,-1,undirected,-
ASV_1025,ASV_41,-1,undirected,-
ASV_2633,ASV_41,1,undirected,+
ASV_40,ASV_81,-1,undirected,-
ASV_41,ASV_81,-1,undirected,-
ASV_95,ASV_81,-1,undirected,-
ASV_970,ASV_81,-1,undirected,-
ASV_85,ASV_81,1,undirected,+
ASV_190,ASV_81,-1,undirected,-
ASV_235,ASV_81,1,undirected,+
ASV_421,ASV_81,-1,undirected,-
ASV_258,ASV_81,1,undirected,+
ASV_1025,ASV_81,1,undirected,+
ASV_2633,ASV_81,-1,undirected,-
ASV_40,ASV_95,1,undirected,+
ASV_41,ASV_95,1,undirected,+
ASV_81,ASV_95,-1,undirected,-
ASV_970,ASV_95,1,undirected,+
ASV_85,ASV_95,-1,undirected,-
ASV_190,ASV_95,1,undirected,+
ASV_235,ASV_95,-1,undirected,-
ASV_421,ASV_95,1,undirected,+
ASV_258,ASV_95,-1,undirected,-
ASV_1025,ASV_95,-1,undirected,-
ASV_2633,ASV_95,1,undirected,+
ASV_40,ASV_970,1,undirected,+
ASV_41,ASV_970,1,undirected,+
ASV_81,ASV_970,-1,undirected,-
ASV_95,ASV_970,1,undirected,+
ASV_85,ASV_970,-1,undirected,-
ASV_190,ASV_970,1,undirected,+
ASV_235,ASV_970,-1,undirected,-
ASV_421,ASV_970,1,undirected,+
ASV_258,ASV_970,-1,undirected,-
ASV_1025,ASV_970,-1,undirected,-
ASV_2633,ASV_970,1,undirected,+
ASV_40,ASV_85,-1,undirected,-
ASV_41,ASV_85,-1,undirected,-
ASV_81,ASV_85,1,undirected,+
ASV_95,ASV_85,-1,undirected,-
ASV_970,ASV_85,-1,undirected,-
ASV_190,ASV_85,-1,undirected,-
ASV_235,ASV_85,1,undirected,+
ASV_421,ASV_85,-1,undirected,-
ASV_258,ASV_85,1,undirected,+
ASV_1025,ASV_85,1,undirected,+
ASV_2633,ASV_85,-1,undirected,-
ASV_40,ASV_190,1,undirected,+
ASV_41,ASV_190,1,undirected,+
ASV_81,ASV_190,-1,undirected,-
ASV_95,ASV_190,1,undirected,+
ASV_970,ASV_190,1,undirected,+
ASV_85,ASV_190,-1,undirected,-
ASV_235,ASV_190,-1,undirected,-
ASV_421,ASV_190,1,undirected,+
ASV_258,ASV_190,-1,undirected,-
ASV_1025,ASV_190,-1,undirected,-
ASV_2633,ASV_190,1,undirected,+
ASV_40,ASV_235,-1,undirected,-
ASV_41,ASV_235,-1,undirected,-
ASV_81,ASV_235,1,undirected,+
ASV_95,ASV_235,-1,undirected,-
ASV_970,ASV_235,-1,undirected,-
ASV_85,ASV_235,1,undirected,+
ASV_190,ASV_235,-1,undirected,-
ASV_421,ASV_235,-1,undirected,-
ASV_258,ASV_235,1,undirected,+
ASV_1025,ASV_235,1,undirected,+
ASV_2633,ASV_235,-1,undirected,-
ASV_40,ASV_421,1,undirected,+
ASV_41,ASV_421,1,undirected,+
ASV_81,ASV_421,-1,undirected,-
ASV_95,ASV_421,1,undirected,+
ASV_970,ASV_421,1,undirected,+
ASV_85,ASV_421,-1,undirected,-
ASV_190,ASV_421,1,undirected,+
ASV_235,ASV_421,-1,undirected,-
ASV_258,ASV_421,-1,undirected,-
ASV_1025,ASV_421,-1,undirected,-
ASV_2633,ASV_421,1,undirected,+
ASV_40,ASV_258,-1,undirected,-
ASV_41,ASV_258,-1,undirected,-
ASV_81,ASV_258,1,undirected,+
ASV_95,ASV_258,-1,undirected,-
ASV_970,ASV_258,-1,undirected,-
ASV_85,ASV_258,1,undirected,+
ASV_190,ASV_258,-1,undirected,-
ASV_235,ASV_258,1,undirected,+
ASV_421,ASV_258,-1,undirected,-
ASV_1025,ASV_258,1,undirected,+
ASV_2633,ASV_258,-1,undirected,-
ASV_40,ASV_1025,-1,undirected,-
ASV_41,ASV_1025,-1,undirected,-
ASV_81,ASV_1025,1,undirected,+
ASV_95,ASV_1025,-1,undirected,-
ASV_970,ASV_1025,-1,undirected,-
ASV_85,ASV_1025,1,undirected,+
ASV_190,ASV_1025,-1,undirected,-
ASV_235,ASV_1025,1,undirected,+
ASV_421,ASV_1025,-1,undirected,-
ASV_258,ASV_1025,1,undirected,+
ASV_2633,ASV_1025,-1,undirected,-
ASV_40,ASV_2633,1,undirected,+
ASV_41,ASV_2633,1,undirected,+
ASV_81,ASV_2633,-1,undirected,-
ASV_95,ASV_2633,1,undirected,+
