"","KO-OElogFC","KO-OElevel","KO-OEp","KO-WTlogFC","KO-WTlevel","KO-WTp","OE-WTlogFC","OE-WTlevel","OE-WTp","KO","OE","WT"
"Acidobacteria_Gp10",-0.0344044397065336,"nosig",0.920267250079601,-0.0349106229719263,"nosig",0.919128561581908,-0.000506183265392634,"nosig",0.998809433447255,0.00194572734924581,0.00297486078811868,0.0025816430682771
"Acidobacteria_Gp11",-4.40149989049342,"depleted",8.58605992882464e-05,-3.90139979863137,"depleted",0.000838239647318001,0.500100091862054,"nosig",0.449640951023794,0,8.54276722370955e-05,4.93569358260201e-05
"Acidobacteria_Gp17",-1.78040728090914,"depleted",8.20052321882776e-05,-1.33276749556883,"depleted",0.00329340793347898,0.447639785340311,"nosig",0.28398586188688,0.00024054487458557,0.00128922004508526,0.000783749221686821
"Acidobacteria_Gp25",-0.830574325187456,"nosig",0.125837240734841,-0.219016960790468,"nosig",0.70629206492398,0.611557364396988,"nosig",0.225798177382912,6.07233584062617e-05,0.000156589957292634,8.47999072263629e-05
"Acidobacteria_Gp3",-0.0366085690296643,"nosig",0.932366433397063,0.511664198308774,"nosig",0.254646546425514,0.548272767338438,"nosig",0.208469624141942,0.000215193260623141,0.00031759693473014,0.000179019272797895
"Acidobacteria_Gp4",-2.0196726546068,"depleted",0.000593066770424992,-1.72042126918302,"depleted",0.00425781247116861,0.299251385423782,"nosig",0.531493142294769,4.06099286361333e-05,0.000258868097407209,0.000175011189249045
"Acidobacteria_Gp5",-0.588954896948025,"nosig",0.276131078409522,-0.31994619258969,"nosig",0.567429776522919,0.269008704358335,"nosig",0.589446920605972,6.48739734261739e-05,0.000141342049767712,9.855431826269e-05
"Acidobacteria_Gp6",-1.99490928621485,"depleted",9.27722965134947e-06,-1.36542422794387,"depleted",0.00235080675934961,0.629485058270982,"nosig",0.134326247919129,0.000330608587643104,0.00195765990468071,0.00103163264458777
"Acidobacteria_Gp7",0.115311426518841,"nosig",0.862578154226652,0.181042459316766,"nosig",0.790235725971887,0.0657310327979252,"nosig",0.921058132818614,4.55763742350337e-05,6.03483402990442e-05,4.94207248616215e-05
"Actinobacteria",0.409319363931394,"nosig",0.0850999550060084,0.0584265749852381,"nosig",0.805536444654592,-0.350892788946156,"nosig",0.139731607676905,0.271485875288732,0.303626210146896,0.323994936764502
"Alphaproteobacteria",0.922823420251075,"enriched",0.000132315818005774,0.780441459847663,"enriched",0.00119537841818331,-0.142381960403412,"nosig",0.552216668022705,0.187198733653991,0.155506503654217,0.141104327477732
"Armatimonadia",-0.909999265468621,"nosig",0.21054957401354,-0.702090268263428,"nosig",0.346688646339482,0.207908997205193,"nosig",0.744379406750391,2.63404076807634e-05,8.0637545905807e-05,5.7871866359429e-05
"Bacilli",-0.384022263540113,"nosig",0.24285927473884,1.35433849802625,"enriched",5.33619433235012e-05,1.73836076156637,"enriched",2.77792317352352e-07,0.0164272568101605,0.0324472883980434,0.00806525435608911
"Bacteroidia",0,"nosig",1,-4.41397096313006,"depleted",0.00325003281309315,-4.41397096313006,"depleted",0.00156725329356479,0,0,7.74706295172213e-05
"Betaproteobacteria",1.19964393208912,"enriched",9.05358486700607e-06,0.705837809779036,"enriched",0.00840362626770738,-0.493806122310081,"nosig",0.0645869350309527,0.281147245764515,0.192564184242501,0.226317376037094
"Caldilineae",-1.24260217818032,"nosig",0.0419935985754412,-0.682775849863002,"nosig",0.278514025222818,0.559826328317317,"nosig",0.317628902398045,6.42371467068789e-05,0.000220941093076511,0.000130031287024239
"Chlamydiia",-0.499644794776968,"nosig",0.290723848696342,-0.650952463984117,"nosig",0.167188317912189,-0.151307669207149,"nosig",0.739670725133059,0.000293308207389802,0.000588736769492031,0.000588689745335205
"Chloroflexia",0.00323115309059325,"nosig",0.993684406554414,-0.522752145532697,"nosig",0.201196108496454,-0.525983298623291,"nosig",0.197948256145697,0.00821505983917538,0.0127594888838061,0.0152832511150813
"Clostridia",0.998935173663072,"nosig",0.15110580273112,1.40615847616269,"nosig",0.0457759965857118,0.407223302499622,"nosig",0.557866888442011,0.0013570180376854,0.000992434123911677,0.000640147704977781
"Cytophagia",-0.916349487820728,"depleted",0.00387192686558162,-0.9079562968328,"depleted",0.00421132480972857,0.00839319098792747,"nosig",0.978618104819454,0.00560271792636448,0.015228371033761,0.0130296228233419
"Deltaproteobacteria",0.428290645930581,"nosig",0.0393488613893383,0.163444300143497,"nosig",0.430806496960772,-0.264846345787084,"nosig",0.201829824029264,0.0288366269610891,0.032918952143993,0.0329924355030949
"Erysipelotrichia",-0.578631496585904,"nosig",0.29237913983039,0.172625214468254,"nosig",0.774394594579356,0.751256711054158,"nosig",0.159010191639351,6.23019242185892e-05,0.000147142786841902,7.15588990258497e-05
"Flavobacteriia",0.370320161282555,"nosig",0.44844920464288,0.353321488211511,"nosig",0.469501889499099,-0.0169986730710434,"nosig",0.972204248898593,0.0314621032765026,0.038031933132821,0.0339932748083859
"Gammaproteobacteria",0.369982185614541,"nosig",0.120261087214909,0.0549201368844238,"nosig",0.817350596185336,-0.315062048730117,"nosig",0.185576448784257,0.110884954600634,0.13355734999892,0.137812144112059
"Ignavibacteria",-0.269329603123671,"nosig",0.711135350718482,0.705779031868901,"nosig",0.347329124051638,0.975108634992572,"nosig",0.187238049844909,0.000137276492569645,0.000222615327700005,9.89802260936175e-05
"Nitrospira",-0.171850035586848,"nosig",0.643427575445886,-0.654453593263831,"nosig",0.0760350177219535,-0.482603557676983,"nosig",0.181145489647625,0.00059488894847954,0.000988211165033553,0.00114343088960516
"Oligoflexia",-2.25412050488251,"depleted",0.00216048977935303,-1.47941250829769,"nosig",0.0608379900162679,0.774707996584823,"nosig",0.190770538380455,1.92551594567146e-05,0.000141804834549135,6.67471280375451e-05
"Opitutae",-1.60399122079232,"depleted",3.24938200132791e-05,-1.56683806798355,"depleted",5.16989767553482e-05,0.037153152808762,"nosig",0.915183483260042,0.000249153165125234,0.00121457453276216,0.000981347927641984
"Planctomycetia",-1.69665935038068,"depleted",0.000257441842722257,-0.707925491860351,"nosig",0.122173625133957,0.98873385852033,"nosig",0.028670452546391,0.000943545619265052,0.00460144204066427,0.00200620861039554
"Spartobacteria",-1.37093728661061,"depleted",0.00355924977796654,-0.515456794744213,"nosig",0.285305449896813,0.855480491866397,"nosig",0.0550636732063654,0.000181097769625329,0.000727062857187212,0.000330791032763336
"Sphingobacteriia",-0.889233555699325,"depleted",0.00127191150794645,-0.99947727598144,"depleted",0.000297545213383835,-0.110243720282114,"nosig",0.68192679853896,0.00204016577304384,0.00560627146715073,0.00517563995842879
"Spirochaetia",-0.0366685229559146,"nosig",0.920216823429008,-0.39684143188899,"nosig",0.277028541838702,-0.360172908933075,"nosig",0.317127729926381,0.000887180023356844,0.00147407310601117,0.00164920253259757
"Subdivision3",-0.543870903355763,"nosig",0.0569875613581824,-0.502086283281681,"nosig",0.0797328871975418,0.0417846200740822,"nosig",0.880214531632028,0.000904993961555831,0.00186324751840277,0.0015307450660026
"Unassigned",0.32986712662915,"nosig",0.126218733849817,0.326303680831993,"nosig",0.130409304654062,-0.00356344579715715,"nosig",0.986805206981325,0.0478594241187403,0.0565512292299063,0.0473935345757046
"Verrucomicrobiae",-1.2866669683174,"depleted",0.0064326872048972,-0.866983198258386,"nosig",0.0696117524173256,0.419683770059012,"nosig",0.340326449786991,0.000175381417135923,0.000697380176827179,0.000431791640335164
